commentText,Labels
Apke peeche apka son h kya mam so cute,6
Nice cooking method,4
"Really yeh dish bahut easy h.
Thanks mam",5
Wow,3
"Thank you, turned out well.",1
Your son is naught,6
santosh,6
maim apka video mai sbse jada dekhti hu.. apke bnane ka trik bht psand h,4
Thanks kabita mam.. ,4
mem maine aaj bnaya tha sach mein bhut achha bna tha mujhe khana bnana nhi aata mem bt apki recipe ne hume sikha diya apko jitna thanku bolu kam hai mem thanku. .......so muchhh thanku,1
you are my favrate mem,4
Awesome recipe :) Tried it n liked it,2
nice recipe,2
Thanx  l am going to cook first time.,1
"Superb recipe mam 
Thanks for this grt chhola recipe.😍😍",5
Thanks,1
Wow mouth watering recipe...Can we use pavbaji masala powder instead of chole one,7
how many grams chole is needed for 1 serving and also quantity of water,7
Thank you so much.. My husband is Indian and I didn't know how to cook.. I have learned a lot of because of you.. :D,1
Thanks...so yummy😋,5
Thanks,1
Super,3
me aj try krungi,6
Kya mast ladka h re baba,6
Lov u kavita g,6
Chola masala na ho to,7
Maam degi mirch aur kashmiri mirch me kya difference  hai . Color ke liye kon.sa use karw,7
thanks. 😊,1
super,3
Thanks mam,1
Nice,3
Nice recipe👌👌👌👌👌👌,2
thank u.. Try karti hu mai. 😊,1
mam mere chole ka size chota hi rhta h aisa kyu,7
mam i m a student n don't have grinder to mix onions.. can i do smthng else.??,7
Wow,3
humme kitna cup paani dalna hai agar chole already boiled krke rakhe hoo toh and kitne whisles?,7
Good and healthy recipe 👌,2
Hii kabita ji me apki sari recipe ko follow krti hu....lakin jb me chole bnati hu to usme tamatar ka kachaa teast rh jata hai....use door krne k lia me kya kru,7
nice,3
Your recipie was sooo good nd tasty❤❤❤❤❤,2
Your son so sweet,6
Aunty Charan sparsh,6
Ur the best kavita di,4
Agr chola masala na ho to?,7
Didi isme hum cream use kar sakte hai plz reply,7
hii mam maine ye recipe banai sab ko acha laga thank u 😙,1
Superb,3
"what does ""cook it for 5 whistles"" mean?",7
Mam agar chole masal a nhi h to,7
"Nice man, it's to testy",5
Nice,3
Your recipes are always best and tasty 😋😋,4
Very nice mam,3
Kabita ji chole masala nahi hai to kya karna hai??,7
thank u for ur help,1
your son is so cute,6
it is very tasty  and easy,2
I will try mam,6
Very nice,3
Nice recipe,2
very yummilicious recepie thank you so much mam ☺️,5
Awsome recipe..tried it..awsome taste..,5
I memorized this recipe by watching it in a loop... tomorrow I have to prepare for lunch😊,6
Aap bahut achhe tarike se explain karthe hai. I really like it. Bahut badiya,4
Wow,3
He looks just like you,6
Looking so tasty 😋😋😋,2
As usual good hats off to u😋,4
Nice ,3
Nice,3
Your son is funny....... 😀😀😀😂,6
Wow choole my fav. Dish ❤❤😋😋 yummy...,2
"Mam thanks for this chole masala recipe.......
And 1 like for ur son also😀",1
Thank you mam for this recipe. Love you,1
Kya hm pyz Ko Bina paste kie daal skte h??,7
Nice. Mam,3
💙💙💙 l liked this lm from eygept,6
"Your son just alike u, so cute",6
Chole respy with Spiderman mam bat mere pass Spiderman nahi hai..😂😂😂...love it chane,6
Cute kid ma'am,6
Hi how many people can we serve with this recipe,7
Supar,3
Thank you so much kabita di aaj mai chhole bhature bnayi hu bahut ache bani thanks a lot 😘😘😘,1
"Kabita ji aapke saaree Videos 👌👌👌👌👌👌
🙏🙏👌👌🙏🙏",6
Main choole me chat masala dala jata hai ya nhi,7
Aapne to mujhe cook karna sikha diya thanku so so much mam😘,1
omg I tried to do it and i’m in love,6
Lakin muze garam masala ni pasd hi to kyi karo,7
Wow,3
good recepi,2
Video with ur son is good,3
Son is naughty,6
Chole bhigona jaruri hai kya.....bena bhegoyea direct cooker mea paka saktea hai kya,7
Nice rcp,2
Wow 👌,3
superb taste,2
hello ye Display piece kitney mein kharida,6
awesome...,3
Mai kl bnaungi,6
How much serving?,7
Super thanku,5
Nice,3
Which brand chola masala is best ???,7
Nice recipe,2
awesome got it tastey thanku,5
Recipe ka to pta nhi but your son is so sweet...give my hugs to him,6
Can i add curd..???,7
tasty and yea me,2
Thank You kabitaji,1
good,3
Mam today i will try your chole bless me,6
Mam I tried this recipe today it comes out very tasty.,2
Thankyou kabita ji...,1
Hello,6
Agr cholay masala na ho tu ???,7
Very nice,3
Thank u so much Kabita mam..,1
Agr hm chahe to ready masale m boil chole b daal skte h kya,7
waoo,3
aapne cumin powder coriander powder or chole masala konse brand ka use Kia,7
very nice,3
Onion k elavha banayenge toh keya iss ka test Fiki lage gaa????,7
Nice,3
Just tell me for 20 people how much chole I must take as in 1 kg or one n half kg. Like wise other ingredients,7
"Thank you for tasty chole receipe. I made it today.  It turned out so yummy. We all liked it.  
Pl give fry bhendi receipe",5
Kiya may yea karai may kar Sakti hu,7
Ur voice is amazing,4
Why didn't you use asafoetida?,7
Aj meri beti ne aaapki recipe banayi bot barhiya bani. Thank you kabita ji.,1
Cute baby,6
Yum,2
Can we add garammasala in last with coriander leaves??,7
Hi kabita ji mai jarror try karungi,6
Super,3
Very tasty😘😘,2
Kavita the thing is how much to take everything for 4 people chole,7
Thanks kavita. it's really  too delicious such as restaurant  taste in it.,5
I made this. The gravy was delicious. Definitely better than restaurant one.,2
Aapki recipe bht achi h mam or aapke btane ka tarika usse bhi acha,4
Thks,1
Easy Recipe Di,2
Vary vary nice,3
Kabita kitchen all recipe is ousam ,4
"Kabitha u r gr8 inspiration for cooking ☺️❤️
I use to share ur videos to my friends",4
Nice,3
Thanks Didi,1
"Hi, Kabita your recipe and method to cook is very easy that is the key of your success, could you share the recipe of chole masala thank you for sharing us this spicy chole.",5
mebhi tray krungi.👌,6
Your son is so cute,6
Jeera bhunja h ya kaccha hi grind krna h,7
"Awesome...
Thanks...",5
"Kabita ek dum badiyaa bana mere gravy, thanks to ur recipe...I used all the masala as u mentioned by sauted onion and did not grind..thanks...u are blessing in our lives...god bless you, your son and daughter...",5
If we don't have chole masala,7
Can we make this using finely diced tomatoes and onions?,7
yummy,2
You always rocks ma'am,4
Very nice recipe😘😘😘,2
"Hi, I want to ask you, with what condiment can I replace the javitri?  Thank you",5
Nice,3
Mne bnai mam...... Bhut testy bni..... Thankuu,5
super and quickly recipe sister👌👌👌👌👌👌,2
Hii kabita i tried ur recipie today n it was so yum..... thnx for the wonderful recipie 😊love from kuwait,5
Kabita ji u are so cute,4
So great,4
Mam chole ubalne k baad unka chilka utarta h .....main chahti hun ki chilka bilkul bhi na utare plzz koi tip dijiye ki chole ubalte time chilka bilkul bhi na utre,7
Thank you very much. 😊,1
Very nice u prepared.,4
Kabitaji I love all your recipes. I loved the serving bowls of yours ,4
I tried it ekdum yummy bane the..,2
you are genius dii . I am trying your recipes they are too simple and tasy....thanku di for your recipes,5
1-2 min.cover  krne s sabji ghee chod degi ky,7
Iss chhole ko chaat k liye use kr skte hai???,7
hiii mam apka bete bohut cute ...hai...,6
Your son is so naughty,6
Awsum dish mam...thank yu,5
So tasty... Loved it..thank you ❤️❤️,5
Hai mam today i tried and it came out really well..thank so much..😊😊😊.,1
U look beautiful !!! N it's cooked perfectly..💗,4
Your son is so cute,6
Thank you so much ....,1
you r very cute God Bless whole family ,4
"Thank you Mam
Really very nice recipe.......",5
Nice recipe di.... 👌me chole banati thi lekin pahle boil krti thi bahut time lgta tha banane me.... aap ki recipe se bahut hi jaldi aur bahut hi tasty bane the chole.... Soo yummy di😍...me aaj hi banayi thi Di...  sb ko pasand aaya mere husband ko to bahut jada Acha lga di.... thank you soo much di😚for sharing easy and tasty recipe 😍,5
superb😊😊,3
Your recipe is awsome,2
Ur my Hero mam..😋🤗🤗,4
How to make chola maslaa?,7
Your recipe is awesome,2
Kya yeh chaat ki trha b use ho skti h agr ha to kese,7
nyc recipe,2
Your recipe is osm and yummy......,2
Thank you diii,1
Nice,3
ok dear,6
so tasty recipie ma aaj hi try krungi,2
Your recipe is so superb,2
Very tasty mam,2
Thank u soo much,1
Nice video mam......☺️,3
Very nice,3
Please btaiye,6
Tasty😍😋,2
"Thank you Kabita Madam ! Main ek student hoon , aapke recipe's bahut asan aur swaadisht hain !",1
"can,i skip chola msala",7
can i make it in normal pot,7
Ur son is so cute uski smile katni.achi ha mam,6
superb,3
Wow aap ka beta bahut hi  cute h,6
Nice  cooking,4
Hi,6
apkaa beta bhot cuteeee h😘😘😘😘😘😘,6
Please btaye,6
Madam aap k peechy aap k gass stew k uper.  ...AC ....hai kya.,6
"Wow,,,tasty",5
You are great and your dishes are also good..  😍😍😍😍,4
Very testy,2
Aap ka beta bahut hi cute hai di,6
Thank you Kabita ji. Chole bohot tasty ban gaye hain. Pehli baar kuch naye tarike se banayi. Aur ziyada time bhi nahin laga. 🌹🌹🌹,5
mummy ki yaad ajata hai..aap ka recepie KO dekh ke,6
I tried this recipe. It was very tasty. My family and frnds liked this dish.thanks for this yummy dish😇😇😇😘😘😘,5
Good cooking,4
Aj mein phir sa chola bnana ja rhi ho ...Bht tasty hai,2
So testy,2
Nice mam ,3
Yummyyyyyyyyy,2
Mam maine aaj ye recipe pehli bar banayi bahot bahot acchi Bani Maine isame sirf paneer add Kiya .thank u,1
this vido I watch it I also make it.. Thanking you,1
nice kabita ji...,3
Nice recipe,2
very nice vidieo,3
your cooking is the best and you r my favourite☺,4
I will try...,6
Sorry,6
very  testy mam,2
Mem you are so pretty ,4
Naughty boy huhh! 😁😍,6
nice video,3
Thankyou maam,1
Ye bchaa mere bete ki tarah badmasi kar raha hai so sweet Hart boy,6
Apne namak nhi dala,6
Nice,3
Nice,3
Kamal ki awaj hai aap ki,4
The video is so cute.❤ I started it with awww.😂,3
nice,3
nice,3
M gonna try it this way today..😀,6
Thank you for the recipe.. I will prepare it today👍�,1
good kabita ji,3
Pls short,6
You'r receipee always super,4
thanks.,1
Nice,3
"Nice video, thanks , love u",5
Nice dish,2
"Wow Nice...
Khafi Achi Or Easy Recipe Hai
Best Of Luck Kabita Di...",5
So tasty  .,2
Nyc,3
Kabita aunty ur recipe s are awsm!!!,4
R u non vegetarian or vegetarian,6
"Thank you  mam ......
It is awesome...
Very tasty..",5
Awesome recipy,2
Your instructions are perfect Kabita... 😊👍🏻,4
awsm,3
Nice ayan,3
"very simple n awesome recipe Kabita ji,today's breakfast chole masala n poori.tqu dear",5
Mam aap to cooking master hai���😋😋😋😋,4
Your way of explaining is awesome.I tried some of your recipes and it was delicious.Thanks for making cooking easy.,5
voice very nice,4
Bohot  tasty recipe hai mene aaj try Kiya tha subko  bht  pasand  ayi    thank   u so much for this  recipe,5
Nice recipe mam,2
Maine bhi bnaya try kiya h,6
Nice 👍 So cute  boy 😘😘😘😘 aap ki sab dish Maine Banayi hu Aur sab ko pasand Bhi aayi hai ty kavit Ji 🤤🤤🤤😋😋😋,5
Very good,3
It's to yammy thank u,5
More thn chole recipe I was enjoying ur naughty son . God bless u both🤗,6
Apka chhotu beta bht pyara h ise bhi apne sth video m rkha kijie,6
nice,3
It was awesome I tried it today n it came out tasty everyone liked ur recipe... 😊,2
Yummy. ....😋,3
"Your recipe is just amazing.the way you teach is fabulous.you are best chef. I have try all your recipe.
Your recipe is easy to make but their taste fabulous.wish you all the best for future.",4
madam agra mai taba wala bhatura aur ushk kl gravy  kai si bangi hai,6
Very nice recipe mam,2
Ur son is so cute n notorious 😘,6
"Dear Kabita, the recipe is too good. I just tried, and the chole were very tasty",2
Very nice recipe... Kal hi banaungi.  Aapne onion / tomato raw use kiye hai aur jyada time pakaya bhi nahi paste ko.  Raw taste nahi aata kya?,5
Omg the amount of masalas....,6
aj m bi bnaa ra hu.....wish for me..,6
Choley was tasty mam..! Thanks😋,5
Your son is very cute and naughty ma'am,6
nice,3
Kitni achi hp mam app😊,4
"Very well explained, I'll definitely try it & let you know the feedback 😊👍",4
Mam Maine chole banaye bahut testy bane mere husband KO bahut pasand aaye thnku mam,5
"Hi Kavita mam,
I tried this recipe today & it was yummy. Thanks :)",5
nice 😋😋😋😋😋,3
Ur son is cute,6
Today I made this recipe its come out super... Tnx,5
Nice recepie mam... Lagta h thoda SA me b chef ban jaunga..,2
Beautiful,4
Very nice 😊,3
so yummy recipeyum yum,2
very nice,3
nice recipie,2
Very nice,3
Thank you Kabita ... your recipes are really handy and the results were just amazing...,5
di aap bahut pyara hai😃😃😃,4
I will try this tomorrow ✌,6
your child is really cute,6
"Sister you're great 
God bless you",4
Very easily done. ,4
Your son is too cute and his innocence can be seen.,6
Very nice,3
vry easy & simple......gud,5
Your very beautiful!,4
So nice,3
nic cooking,4
nice,3
Nice,3
Thanks,1
Thank you for the recipe.,1
it's  very easy kabita ji,2
"Hai mam, very nice recipe , I like it",2
I tried it its so yummiiee 😘😘,2
I Like all your Recipe,4
nice mam,3
Your  son  is  quite,6
Tasty😋😋😋,2
I tried it . It turned out amazing.. thanks a lot..,5
Very tasty dish I tried it today itself thanks for your great indirect support in my kitchen keep teaching such best dishes for making us perfect chef thank you so much for such a good job,5
nice,3
hi nice recipe,2
My son,6
My mother is making this tomorrow I am waiting,6
Thanks,1
Very nice,3
Very nice,3
thnak u Akka 😋😋,1
Thank u kabitaji.. maine yeh banaye hai..,1
Nice receipe,2
Wow mam bohat Acha banatae ho aap,4
Super nice,3
Wowwww,3
Thanks kabita ji my mother will try it,1
U r really a inspiration mam😀,4
Thank you,1
Or app bahut acha bolte hai,4
Nice,3
really nice,3
delicious... osm recipe,2
Ur ossum😍 love your receipies,4
thanks for the amazing recipe maza aa gaya aaj khake mai to aapki fan ho gai...... luv u kabita ji,5
Nice,3
yummy,2
Nice di,3
Thanks kabita ji,1
I will make it on my brother 's  birthday 🎂                                        Thank you so much  I will give you a subscribe and👍,1
Very nice,3
Wao❤,3
Ur son is so cute,6
Thank you so much for the yummy recipe,5
Thanks,1
thanku so much,1
Nice,3
Nice chole,2
"Thankyou Kabita ji, channa masala cooked for the first time because of you :)",1
Very nice,3
Haha cute son of Kabita mam,6
Thanks Kavita .. I tried this recipe today and it turned out very well. 👍🏻,1
NiCe,3
Aapka videos mem best rahta sara video,4
superb ! ,3
Mem apki har recipe bhut hi achi hote hai,4
Bhut tasty bne h😍😍😍maine aapke saath saath bnaye h😅😅😘😘very very yummy,2
"Hi Kavita Di, thank you so much for this recepie... I never made chole independently... This was the first time I tried it using your recepie n it came out so well... I was amazed by the result.... Thank you very much once again....",1
muji apke videos  buhot achi lagtiha,4
It's tasty,2
😮 Wow 😮,3
thanks for the recipe. Will try soon,1
Apki recipe osmm,2
"Ur innocence n honesty is ur reason of success. People change after became a Celebrity, but u r as before n plz be like this as always",4
So cute,4
Bhabi ji aaj hamara ye recipe hua tha.....,6
Nice,3
I tried it.. it turns out super yummy😋😊😄,2
Nice video Ma'am I will try it at my home 😁,3
you are very best cook in my life you like 'sanjeev kapoor ',4
wow you're real chef,4
Chhole bhature 😍 my fav. Aur is video ko dekhne ke baad aur bhi jyada fav ho gyi😀. I will try it 💯%. Thanks for your hardwork. Iski wajah se mujhe bhi appreciation mil jaati hai😶😶😝😜,1
thanks,1
nice,3
Thank you for sharing your culture with us,1
thanku so much kabita g.ye recipe maine bhi try kiya sabko bhut pasand aayi.thanks again,1
Best recipe thank u,5
so cute ,4
Very nice,3
bhut testy,2
Wow,3
ok,6
Yummmiiiii,2
God bless u nd ur family...ur foods r xcellent sis...,4
"very tasty kabita ji 
meri beti aapki hi recipe dekh kar banati hai hamesha avi vo sikh rhi hai so",2
You have a very soothing voice,4
Awesome,3
love the way u explain �,4
Kabita ji this is very nice recipe of chole.its different .I will try this,2
Very cute! And very well explained video! I’m going to try it!,4
yummy😊😊,2
"What capacity is your pressure cooker? Great recipe, thank you.",5
nice video,3
Very easy process didi,4
hello I am your new subscriber,6
Nice 😍😍😍,3
When you say 250 grams do you mean dry weight or after soaking? Thanks,5
so cute,4
Thanks,1
I like the way you explain I will try today,4
very nice👌,3
Today I make  so yummy  😋,2
"Thank you sooooooooooo much mam....For this recipe....My husband and family complimented a lottt.... Bahuttttttttttt achi bni Ye dish mere lia ..Once again thanks...
May God bless you ☺",1
thanks dear  Kabita for sharing this recipe with us😊,1
super recipe  thanks,5
Very nice presentation ,4
I tried this receipe and I couldn't believe that I have made it...thanku soo much Kabita Mam..,1
Nice recipe,2
Lovely Voice😍👏🏼👌,4
"I have tried it. It was too delicious 
Thank you mam for recipe.
Keep sharing more recipes 😊👍🏻",5
"Nice recipe, I tried and it worked out so well. Thanks a lot",5
ur all rcps are vry easy...😘😘😘,4
Very easy method,4
Kabita thnx ....,1
your recipe so healthful and so testy,2
Mam maine aapki recipe try ki bahot tasty bana ☺☺,2
Nice Recipe mam,2
Nice video,3
Yuuuuummmmmmmyyyyyyyy very tasty,2
how cute mam,4
hii i like your chole recipe very much thanku,5
Hloo mam mne aaj aapki recipe use kar k bnaye chole bhut testy bne thanku mam,5
nice video,3
very nice mam,3
Thank you mam.mene ye try kruga,1
Awesome recipe. Just tried it this evening and came out very well. Thank you.,5
Awsam,3
So Tasty Recipe Thank You,5
"Hi. Mam. Maine. Aaj. Hi. Aap. Ke. Btaye. Huye. Tarike se. Chola. Bnaya h
Bhut hi accha test hua or bhut hi jldi bn gya
Thanks",1
"Kabita, your recipes are the best.",4
",Yummy",2
nice mam,3
Thanks kabita ji. Agar chole masala nahi hai tho kya acha nahi banega☹. Mere paas abhi nahi hai aur me abhi bana rahi hun..... Please bataye na,5
thank u,1
Kabitaji...  Bhaji toh ekudm acchi banti hai ... Easy and tasty... really thank-you very much.,5
Thanks tasty recipe,5
thanks kabita didi... i tried ur pressure cooker wala chholey...... thank you so much for sharing this type of videos which takes very few time. stay healthy and happy didi,1
Thanks dear,1
Thank you Kabitaji.. I made this and my husband complimented me.,1
very nice,3
Very nice kabita ji,3
Awesome recipe,2
Thanks di i tried it with my family all of them loved it,1
very nice bhabhi ji . achha hai,3
Really  nice,3
Nice mam,3
"Hi kabitha 
Today i followed ur recipe n did that it turned to be yummy...",2
Thanks kavita ji.. Aapki ak racepi.. May ghar pe banayi the.,1
nice,3
I love your cooking  style,4
"mere pati ko bohot accha laga, btw thank you kavitha ji😘",1
aaj maine banaya tha kabita ji..ghar walon ne bahot tareef ki...shukriya aapka..,1
Hii kabita mam ur all recipe very tasty and superb... 👌😛,4
Thanks from USA 🤙🏼,1
Yummyyyyyyyyy,2
nice food,2
so cute,4
Nice,3
"We tryed this recipe it came out  well .
thank you for the wonderful recipe .",5
Nice preparation kabithaji,4
very nice recipe.🌹,2
Nice,3
"Hi 
Kavita ji 
Your recepies are very simple and tasty",4
Very nice,3
Nice kavitaji,3
Mmmsstttttmmmm recipe 👌👌👌👌👌👌👌👌👌👌👌,2
Hi kabita..i made this for a party..it came out really good..this was so easy to prepare..thanks a lot..,5
Thanks mam...,1
Kavita ji thank you for your chola recipe,1
Very nice.... 👍👍,3
thank you for this recipe...,1
Nice,3
Very yummy mem,2
Kavita ji I like all your receipi ☺,4
nic video ma'am.... nic and easy way to make healty and tasty chole,5
Very tasty mam,2
you r too cute,4
Dear Aunty G.!!!!You deserve an Oscar for cooking from us.,4
nyc,3
Nice recipe mam,2
good one very useful,3
Thanks kabitaji,1
Nice recipe mere husband ko bhut pasand aaya,2
Nice,3
Vary Nice,3
Thanks Kabitaji,1
"i will try this recipe today, you are awesome Kabita ji",4
you are superb mam,4
v.nyc,3
Nice,3
"Made It today and it was awesome 😍.....
Thank You Kabita Ma'am 😊",5
Nice video,3
nice,3
I like your cooking style,4
like all ur receipy....😍,4
osam,3
Thank u so much for this recipe. I have newly subscribed ur channel,1
Bhout tasti h mam  😝,2
I like this video,3
Very easy and nice receipes thks  mam God bless you,5
"Thank you  for your video😊
Love from nepal💕💕
❤❤",1
Your recipe are always very simple and without any special ingredients and eady to prepare. Thank you.,5
Great Job mam,4
nice...,3
"Hi mam, thank you for the receipe.",1
Bhaut achha tha thanku kabita ji,1
Yummyyy,2
Thank you! I have made this recipe and your palak paneer recipe. They both turned out exceptionally delicious!,1
Nice,3
thanxx mam,1
Thank u mam......Maine try Kiya tha ...bahut tasty tha😋😋😋😋😘😘,5
Very nice,3
Thanku so much ma'am i made it today n it came out so good exactly how i wanted it to be !! Good work carry on,5
Easiest n tastiest recepie..tried it n came out so tasty my whole family loves it esp my kids  Thanq,5
Thank u so much really,1
Very nice didi 👍❤️😘,3
"your recipe is really nice 
🍲🍲🍝🍰👌👌👌",2
Thank you so much kabita di,1
Thank you ma'm,1
gud explanations,4
"Hey kabita, love all your recipes... A Big God Bless😘",4
nice recepie,2
Super recepie,2
Great Video:),3
Uffffffffffffffffff chhole hai yaa bom dhamaka maza aagaya yaar thanks mam,1
vry nice recipe..,2
You r  just amazing ,4
Oh didi mayne upka ai recipe try Kiya tha.bhot sundr hua.vai fota Mey morning breakfast k liye,6
thanks maim for this recipe,1
"wow, that was intricate, thank you!",1
I tried it today .. just ocm .. thank u ji ...,1
Thanku kabita ji😁😂😃,1
"Maine v try kiya tha jaldi v ban gya tha 
Thank u so much",1
I will try,6
you also nice,4
Achha LGA.....nice,3
Awesome 😘,3
Mam ur recipe is too good,2
Very nice chhole,2
Yesterday I made this recipe it was super tasty thank you mam you are my saviour :),5
Vry testy ..... thanks kabita man...,5
Nice video.,3
Thank you kabitaji,1
Hi  mam   aap   bohot   achha   recipe   sika ti     hai,4
Nice recipe,2
nice recipe thankyou,5
So yammi,2
Nice,3
You're a sweet mom,4
Nice,3
nice video  kabita ni  i will try this,3
Very tasty recipe,2
aj apka masla chola wala video dekh.Bilkul apke bayeye huye ko follow keya.itna testy bana ki puchhiye mat.Thanku so much di,5
Delicious!,2
Osme,3
Very nice recipe,2
very nice,3
very nice.,3
wow so yummy,5
Thank u kabitaji. Receipe was    good .easy and quick,5
very good,3
Very nice and tasty. Procedure also very simple. Thank you very much. My kids liked very much.,5
Nyc one😋,3
Thanku mam,1
wil try..thnku mam..,1
Very nice  mam,3
"Chhole turned out very tasty with your recipe, thanks! May I please know the reason for grinding onions and tomatoes separately? Why not onion, tomato, garlic and ginger together? I know there must be some logic, request you to enlighten us. Thank you.",5
Nyc yaar,3
nice video,3
nice,3
it's so testy yr,2
"This was a lovely video.  My wife, and I can't wait to try the recipe.  Thanks from California!  Dhyanyavaad!  :)",5
nice mam,3
"kaibita ji , i really like your recipe`s :) :)",4
Nice video,3
Kabita ji app bahuot cute hai,4
testy mam nice,5
thanku ji aaf bohut aacha toreka dy ta ho,1
thanks,1
Tried this last night very good recipie,2
NYC cooking tips,4
you are just awesome,4
Nice,3
Thanks  mem,1
OK mai try krungi chikn msala dal kr thnx,1
nice video mam,3
nice,3
Thank you Kabita Ma'am.😊,1
I will try...thanks this recipe..??,1
nice,3
nic,3
Nice kabita,3
very nice recipe,2
Yummy  ..,2
Huma apki respy bahut achi lagi,2
"Hey, it's too yummy dear I love it... Thanks",5
"super recipe, please lunch box recipe show me",2
Oh  my god  it  was  super  tasty,2
Thank you for tasty reciep kabita mam. Lovely greetings to your lovely son 😍,5
Kavita ji meri bahu aapki bohat badi fan hai usko aapki saare recipe achchi lagti hai,4
ilove ur dishess,4
Nice recipe,2
Wow nice video,3
awesome 😊😊,3
very simple,2
Nice,3
Wow thanks its very fast i had already boiled the chana but...i had 10 mins left n this was very fast..thanks lets see the taste now..,1
very nice recipe mam,2
great,4
Chole masala very nice recipe,2
I tried it's perfect thanks a lot,1
very very very very very nice nice nice nice nice nice,3
Hi.. Your recipes are very delicious... Thank u so much ur being there...,5
very nice,3
hiii tody I prpd ur reciep n it was delicious thkew fr tis,5
nice vedio,3
Awesome....,3
Nyc,3
Nice racipe,2
very very nice chole,2
Supar,3
Thanks,1
Nice recipe 👍,2
Aap buht achi cooking krte h really u r best,4
nice 👌👌,3
Very yummy I try it,2
good,3
Very nice kavita mam,3
Very nice I will try it,3
Thanks kabata chiken,1
Your recipe is so tasty and superb 😘😘😘😘😘😘,2
Thanks a lot madam.,1
Tq kabita ji.. I tried out this recipe tday !Was very tasty!!! Love ur cooking style! Easy and simple! Keep rocking with ur cooking style!,5
Nice 👌,3
nice recipe,2
Thank you Kabitaji :),1
Thank you for the recipe...I made this for tonight's dinner 😘😘,1
Nice receipe. ...,2
Very nice explanation mam..,4
Superb kabitha ji... Apka voice bahut acchi hey.. Aur aapka recipe bhi...,4
Super,3
I am bachelor and this recipe is so easy to cook Thanks,5
Ty...vich brand of chole masala do you use,5
Hi I tried Ur recipe sterday it comes out really wel I loved it thanks a lot...,1
"there is no "" agar apko Meri receipe acchi lagegi "" ... aap humesha hi bahut acche se batati hain .... receipe acchi hi banti hai 😊",4
v.nice nd easy recipe,2
Its awesome,3
Nice video,3
So nice,3
wahh sooper. apka bholi aur banane ki baad ki tasty. wahh la jawab. ...thanks,5
meri maammi ne banaya the. sodild huya tha..THANKS AUNTI 😀😀😀😀😀,1
good,3
Thanks for this video,1
Kabita ji I like all your recipe 🌹,4
Nice video,3
YUMMY! DELICIOUS!,2
Thanks ☺🙂,1
Super recipe mam .,2
so nice di.,3
You are amazing mam..great work.. big fan of you,4
I like ur recipe.. mam,2
Thnxx for easy n tasty recipe... thanku mam,5
So nice......recipe,2
Thanks  kabita jiji.,1
"Nice, I dwnlod it, will make, love from pakistan",3
mam aapki recipe se maine chole banaye aur ye bahut testy bane so thank u,5
nyc,3
Hii mam mai aaj ye recepie bani or mere family ko bht pasand aya thanku,1
Mene ye recipe banai bahot pasand aai  plz mam ap or bhi achi achi recipe Lao thanks 😊,1
Very tasty recipe,2
Good,3
Super teste 👌👌👌 nice video,2
this chole recipe its toooo yummy,2
Nice recipes,2
very nice mam and testi so simple thanku,5
thanks  mam its a very good racipe,5
It's really tasty maam. I had tried and it's great. Thanks kabita ji. Your every receipe is not so tough that it can't be made. Very simple receipe........!,5
Nice voice...,4
😊😊😊Niceeee mamm so yummmm...Thnq this recipe ..I will tryy itt...👍👍👍👌😊😊😊,5
nice recipe,2
I tried it today Kabita ji....sbko bhut pasand aya. thanks a lot..or achhi achhi recipes share karein.,1
Yummy,2
i love yr cooking  mam,4
mam all your recipes are awsome,4
Very nice receipe,2
itss soo yummy😋😋😋,2
aap bohut  achye recipes banati hai👍👍👍👍👍👍💕,4
Vey easy teaching trick....Cary on. ..,4
Veri nice kabita mem.....,3
I am your fan,4
I loved all ur recipes....,4
Very nice u helped me alot thanks,5
Very nice sabji  .I like it,2
thanks a lot mam,1
Very nice dish,2
hi mam your son is so cute and mam main aap ki yeh chole bhature ki recipe Banaye aur mam yeah bahut bahut bahut tasty bane main aapka bahut thanks,5
Best teacher for cooking,4
good recipe to do at home. done at home today and we enjoyed a lot,2
nice recipie,2
"Very Nice n easy to cook recipe.
thanks for sharing kabita ji.",5
"Hi Kabita, will you please let me know where to get the grinder that you used in the video. I am looking for a good blender/grinder. Thank you!",5
nice recipe i try it very tasty,2
Your recipes are amazing . Just love it ! Keep on uploading :),4
Yummy,2
Kabita i love your voice,4
thanks Maine ajj first time banane ja rhi,1
u r master chef of india,4
Simple n looks temptingThanks for the recipe....,5
can we give tea,5
It's really very tasty kabita mam....,2
very tasty,2
Your recipe  is very tasty,2
thanks kavita ji for your recipes,1
Really like your cooking.,4
"hi ,mam ur recipe ideas are amazing thanks",5
l like the  way  u speak,4
"awesome 
very testy",5
your recipes are always best mam..keep it up😃😃,4
U r genius  aap cooking ke liye bne ho mam ....god blesssing u,4
nice video,3
very nice n esy racipy,2
Awesome 👌,3
bahut badhiya thanks,1
yummy,2
thank you for chole recipe,1
thanks for the recipe. I tried it and everyone at home liked it,1
thanxs for teaching making murmura ladoos,1
u r my favourite cook,4
yr all recipes r yummy,4
beautiful,4
nice,3
suberb recipe...,2
"Thank you for the recipe....tried it today ....it came out soo good, loved it and also it consumes less time🙂👌👍",1
Thanks for this recipes,1
Mashallah Sister Your a Brilliant Chef Awsome....👌👌👌👌,4
thank you .,1
nyc kabita g,3
I lv ur recipies😋😋,4
thanks,1
